searge,name,side,desc
func_146187_c,getNthWordFromCursor,0,
func_146188_c,drawCursorVertical,0,
func_146189_e,setVisible,0,
func_146190_e,setCursorPosition,0,
func_146191_b,writeText,0,
func_146192_a,mouseClicked,0,
func_146193_g,setTextColor,0,
func_146194_f,drawTextBox,0,
func_146195_b,setFocused,0,
func_146196_d,setCursorPositionZero,0,
func_146198_h,getCursorPosition,0,
func_146199_i,setSelectionPos,0,
func_146200_o,getWidth,0,
func_146201_a,textboxKeyTyped,0,
func_146202_e,setCursorPositionEnd,0,
func_146203_f,setMaxStringLength,0,
func_146204_h,setDisabledTextColour,0,
func_146205_d,setCanLoseFocus,0,
func_146206_l,isFocused,0,
func_146207_c,getSelectedText,0,
func_146208_g,getMaxStringLength,0,
func_146227_a,printChatMessage,0,
func_146228_f,getChatWidth,0,
func_146229_b,scroll,0,
func_146230_a,drawChat,0,
func_146231_a,clearChatMessages,0,
func_146232_i,getLineCount,0,
func_146233_a,calculateChatboxWidth,0,
func_146234_a,printChatMessageWithOptionalDeletion,0,
func_146236_a,getChatComponent,0,
func_146237_a,setChatLine,0,
func_146238_c,getSentMessages,0,
func_146239_a,addToSentMessages,0,
func_146240_d,resetScroll,0,
func_146241_e,getChatOpen,0,
func_146242_c,deleteChatLine,0,
func_146243_b,calculateChatboxHeight,0,
func_146244_h,getChatScale,0,
func_146245_b,refreshChat,0,
func_146246_g,getChatHeight,0,
func_146254_a,updateAchievementWindow,0,
func_146255_b,displayUnformattedAchievement,0,
func_146256_a,displayAchievement,0,
func_146257_b,clearAchievements,0,
func_146258_c,updateAchievementWindowScale,0,
func_146269_k,handleInput,0,
func_146270_b,drawWorldBackground,0,
func_146271_m,isCtrlKeyDown,0,
func_146272_n,isShiftKeyDown,0,
func_146273_a,mouseClickMove,0,
func_146274_d,handleMouseInput,0,
func_146275_d,setClipboardString,0,
func_146276_q_,drawDefaultBackground,0,
func_146277_j,getClipboardString,0,
func_146278_c,drawBackground,0,
func_146279_a,drawCreativeTabHoveringText,0,
func_146280_a,setWorldAndResolution,0,
func_146281_b,onGuiClosed,0,
func_146282_l,handleKeyboardInput,0,
func_146283_a,drawHoveringText,0,
func_146284_a,actionPerformed,0,
func_146285_a,renderToolTip,0,
func_146286_b,mouseReleased,0,
func_146350_a,setButtonDelay,0,
func_146358_g,disableSecurityWarning,0,
func_146359_e,copyLinkToClipboard,0,
func_146367_a,connect,0,
func_146402_a,getSentHistory,0,
func_146404_p_,autocompletePlayerNames,0,
func_146405_a,sendAutocompleteRequest,0,
func_146406_a,onAutocompleteResponse,0,
func_146418_g,wakeFromSleep,0,
func_146456_p,pageGetCurrent,0,
func_146457_a,pageSetCurrent,0,
func_146459_b,pageInsertIntoCurrent,0,
func_146460_c,keyTypedInTitle,0,
func_146461_i,addNewPage,0,
func_146462_a,sendBookToServer,0,
func_146463_b,keyTypedInBook,0,
func_146464_h,updateButtons,0,
func_146504_a,getSoundVolume,0,
func_146509_g,doneLoading,0,
func_146521_a,drawStatsScreen,0,
func_146527_c,drawSprite,0,
func_146531_b,drawButtonBackground,0,
func_146541_h,createButtons,0,
func_146552_b,drawAchievementScreen,0,
func_146553_h,drawTitle,0,
func_146574_g,sendRespawnPacket,0,
func_146575_b,drawWinGameScreen,0,
func_146586_a,setDoneWorking,0,
func_146789_i,getOldServerPinger,0,
func_146790_a,selectServer,0,
func_146791_a,connectToServer,0,
func_146792_q,refreshServerList,0,
func_146794_g,createButtons,0,
func_146795_p,getServerList,0,
func_146796_h,connectToSelected,0,
func_146961_a,hasResourcePackEntry,0,
func_146975_c,getSlotAtPosition,0,
func_146976_a,drawGuiContainerBackgroundLayer,0,
func_146977_a,drawSlot,0,
func_146978_c,isPointInRegion,0,
func_146979_b,drawGuiContainerForegroundLayer,0,
func_146980_g,updateDragSplitting,0,
func_146981_a,isMouseOverSlot,0,
func_146982_a,drawItemStack,0,
func_146983_a,checkHotbarKeys,0,
func_146984_a,handleMouseClick,0,
func_147035_g,getMerchant,0,
func_147044_g,drawActivePotionEffects,0,
func_147046_a,drawEntityOnScreen,0,
func_147050_b,setCurrentCreativeTab,0,
func_147052_b,renderCreativeInventoryHoveringText,0,
func_147053_i,updateCreativeSearch,0,
func_147055_p,needsScrollBars,0,
func_147056_g,getSelectedTabIndex,0,
func_147090_g,renameItem,0,
func_147096_v,getChatVisibility,2,
func_147097_b,sendTileEntityUpdate,2,
func_147098_j,updateBiomesExplored,2,
func_147099_x,getStatFile,2,
func_147100_a,handleClientSettings,2,
func_147104_D,getCurrentServerData,0,
func_147107_h,isFramerateLimitBelowMax,0,
func_147108_a,displayGuiScreen,0,
func_147109_W,getAmbientMusicType,0,
func_147110_a,getFramebuffer,0,
func_147111_S,isJava64bit,0,
func_147112_ai,middleClickMouse,0,
func_147113_T,isGamePaused,0,
func_147114_u,getNetHandler,0,
func_147115_a,sendClickBlockToController,0,
func_147116_af,clickMouse,0,
func_147117_R,getTextureMapBlocks,0,
func_147118_V,getSoundHandler,0,
func_147119_ah,updateFramebufferSize,0,
func_147121_ag,rightClickMouse,0,
func_147122_X,isJvm64bit,0,
func_147130_as,getMinecraftSessionService,2,
func_147132_au,refreshStatusNextTick,2,
func_147133_T,getResourcePackUrl,2,
func_147134_at,getServerStatusResponse,2,
func_147135_j,getDifficulty,2,
func_147136_ar,isAnnouncingPlayerAchievements,2,
func_147137_ag,getNetworkSystem,2,
func_147138_a,addFaviconToStatusResponse,2,
func_147139_a,setDifficultyForAllWorlds,2,
func_147149_a,saveToFile,2,
func_147152_a,getStackTrace,2,
func_147155_a,getCategoryName,0,
func_147156_b,getCategoryId,0,
func_147176_a,getChatComponentFromNthArg,2,
func_147178_a,getChatComponentFromNthArg,2,
func_147179_f,getItemByText,2,
func_147180_g,getBlockByText,2,
func_147183_a,getTeam,2,
func_147185_d,addTeam,2,
func_147186_g,listTeams,2,
func_147187_n,resetPlayers,2,
func_147188_j,emptyTeam,2,
func_147189_a,getObjective,2,
func_147190_h,joinTeam,2,
func_147191_h,removeObjective,2,
func_147192_d,getScoreboard,2,
func_147193_c,addObjective,2,
func_147194_f,removeTeam,2,
func_147195_l,listPlayers,2,
func_147196_d,listObjectives,2,
func_147197_m,setPlayer,2,
func_147198_k,setObjectiveDisplay,2,
func_147199_i,leaveTeam,2,
func_147200_e,setTeamOption,2,
func_147223_a,pingPendingNetworks,0,
func_147224_a,ping,0,
func_147225_b,tryCompatibilityPing,0,
func_147226_b,clearPendingNetworks,0,
func_147231_a,onDisconnect,2,
func_147234_a,handleBlockChange,2,
func_147235_a,handleSpawnObject,2,
func_147236_a,handleEntityStatus,2,
func_147237_a,handleSpawnPlayer,2,
func_147238_a,handleDestroyEntities,2,
func_147239_a,handleConfirmTransaction,2,
func_147240_a,handleCustomPayload,2,
func_147241_a,handleWindowItems,2,
func_147242_a,handleEntityEquipment,2,
func_147243_a,handleEntityAttach,2,
func_147244_a,handleEntityVelocity,2,
func_147245_a,handleWindowProperty,2,
func_147246_a,handleCollectItem,2,
func_147247_a,handleTeams,2,
func_147248_a,handleUpdateSign,2,
func_147249_a,handleUpdateHealth,2,
func_147250_a,handleUpdateScore,2,
func_147251_a,handleChat,2,
func_147252_a,handleChangeGameState,2,
func_147253_a,handleDisconnect,2,
func_147254_a,handleDisplayScoreboard,2,
func_147255_a,handleSoundEffect,2,
func_147256_a,handlePlayerListItem,2,
func_147257_a,handleHeldItemChange,2,
func_147258_a,handlePlayerPosLook,2,
func_147259_a,handleEntityMovement,2,
func_147260_a,handleEntityEffect,2,
func_147261_a,handleBlockAction,2,
func_147262_a,handleRemoveEntityEffect,2,
func_147263_a,handleChunkData,2,
func_147264_a,handleMaps,2,
func_147265_a,handleOpenWindow,2,
func_147266_a,handleSetSlot,2,
func_147267_a,handleEntityHeadLook,2,
func_147268_a,handleSignEditorOpen,2,
func_147269_a,handleMapChunkBulk,2,
func_147270_a,handlePlayerAbilities,2,
func_147271_a,handleSpawnPosition,2,
func_147272_a,handleKeepAlive,2,
func_147273_a,handleUpdateTileEntity,2,
func_147274_a,handleTabComplete,2,
func_147275_a,handleEntityTeleport,2,
func_147276_a,handleCloseWindow,2,
func_147277_a,handleEffect,2,
func_147278_a,handleUseBed,2,
func_147279_a,handleAnimation,2,
func_147280_a,handleRespawn,2,
func_147281_a,handleSpawnMob,2,
func_147282_a,handleJoinGame,2,
func_147283_a,handleExplosion,2,
func_147284_a,handleEntityMetadata,2,
func_147285_a,handleTimeUpdate,2,
func_147286_a,handleSpawnExperienceOrb,2,
func_147287_a,handleMultiBlockChange,2,
func_147288_a,handleSpawnPainting,2,
func_147289_a,handleParticles,2,
func_147290_a,handleEntityProperties,2,
func_147291_a,handleScoreboardObjective,2,
func_147292_a,handleSpawnGlobalEntity,2,
func_147293_a,handleStatistics,2,
func_147294_a,handleBlockBreakAnim,2,
func_147295_a,handleSetExperience,2,
func_147296_c,cleanup,0,
func_147297_a,addToSendQueue,0,
func_147298_b,getNetworkManager,0,
func_147311_a,processPing,2,
func_147312_a,processServerQuery,2,
func_147315_a,processEncryptionResponse,2,
func_147316_a,processLoginStart,2,
func_147317_d,getConnectionInfo,2,
func_147322_a,closeConnection,2,
func_147326_c,tryAcceptPlayer,2,
func_147338_a,processEnchantItem,2,
func_147339_a,processConfirmTransaction,2,
func_147340_a,processUseEntity,2,
func_147341_a,processTabComplete,2,
func_147342_a,processClientStatus,2,
func_147343_a,processUpdateSign,2,
func_147344_a,processCreativeInventoryAction,2,
func_147345_a,processPlayerDigging,2,
func_147346_a,processPlayerBlockPlacement,2,
func_147347_a,processPlayer,2,
func_147348_a,processPlayerAbilities,2,
func_147349_a,processVanilla250Packet,2,
func_147351_a,processClickWindow,2,
func_147352_a,processClientSettings,2,
func_147353_a,processKeepAlive,2,
func_147354_a,processChatMessage,2,
func_147355_a,processHeldItemChange,2,
func_147356_a,processCloseWindow,2,
func_147357_a,processEntityAction,2,
func_147358_a,processInput,2,
func_147359_a,sendPacket,2,
func_147360_c,kickPlayerFromServer,2,
func_147361_d,handleSlashCommand,2,
func_147362_b,getNetworkManager,2,
func_147363_d,currentTimeMillis,2,
func_147364_a,setPlayerLocation,2,
func_147383_a,processHandshake,2,
func_147388_a,handleDisconnect,2,
func_147389_a,handleEncryptionRequest,2,
func_147390_a,handleLoginSuccess,2,
func_147391_c,getSessionService,0,
func_147397_a,handleServerInfo,2,
func_147398_a,handlePong,2,
